License Serial Number,Premises Name,License Certificate Number,License Received Date,County ID Code
2212435,GREEN GODDESS FOODS LLC,,2018-05-17T00:00:00,4
1310499,LVP LIC HTL HLD CORP\365 MGMT CO LLC\LVP LIC HTL ,,2018-05-17T00:00:00,1
3160930,SPEEDWAY LLC,,2018-05-17T00:00:00,52
2212436,SPEEDWAY LLC,,2018-05-17T00:00:00,3
3160931,SPEEDWAY LLC,,2018-05-17T00:00:00,16
3160932,SPEEDWAY LLC,,2018-05-17T00:00:00,17
3160933,SPEEDWAY LLC,,2018-05-17T00:00:00,17
3160934,SPEEDWAY LLC,,2018-05-17T00:00:00,17
2212437,SPEEDWAY LLC,,2018-05-17T00:00:00,35
2212438,SPEEDWAY LLC,,2018-05-17T00:00:00,54
3160935,SPEEDWAY LLC,,2018-05-17T00:00:00,37
1310505,DCA MINI MARKET CORP,,2018-05-17T00:00:00,1
2212439,SPEEDWAY LLC,,2018-05-17T00:00:00,34
2212440,SPEEDWAY LLC,,2018-05-17T00:00:00,34
2212441,SPEEDWAY LLC,,2018-05-17T00:00:00,35
3160936,SPEEDWAY LLC,,2018-05-17T00:00:00,30
3160937,SPEEDWAY LLC,,2018-05-17T00:00:00,32
2212442,SPEEDWAY LLC,,2018-05-17T00:00:00,13
2212443,SPEEDWAY LLC,,2018-05-17T00:00:00,13
1310506,HTM FOOD MART INC,,2018-05-17T00:00:00,8
1310508,BIBA REALTY CORP,,2018-05-17T00:00:00,0
2212450,CHURCH OIL CO INC,,2018-05-17T00:00:00,42
2212452,SPEEDWAY LLC,,2018-05-17T00:00:00,44
1310509,GFE BROADWAY BROOKLYN LLC,,2018-05-17T00:00:00,14
2212453,SPEEDWAY LLC,,2018-05-17T00:00:00,34
2212454,SPEEDWAY LLC,,2018-05-17T00:00:00,13
3160938,SPEEDWAY LLC,,2018-05-17T00:00:00,32
3160939,SPEEDWAY LLC,,2018-05-17T00:00:00,37
2212455,SPEEDWAY LLC,,2018-05-17T00:00:00,35
2212456,SPEEDWAY LLC,,2018-05-17T00:00:00,27
2212457,SPEEDWAY LLC,,2018-05-17T00:00:00,35
1310510,203 GRILL LLC,,2018-05-17T00:00:00,10
2212458,SPEEDWAY LLC,,2018-05-17T00:00:00,35
2212459,SPEEDWAY LLC,,2018-05-17T00:00:00,34
2212460,SPEEDWAY LLC,,2018-05-17T00:00:00,44
2212461,SPEEDWAY LLC,,2018-05-17T00:00:00,13
2212462,SPEEDWAY LLC,,2018-05-17T00:00:00,54
3160940,SPEEDWAY LLC,,2018-05-17T00:00:00,49
3160941,SPEEDWAY LLC,,2018-05-17T00:00:00,32
3160942,SPEEDWAY LLC,,2018-05-17T00:00:00,21
1310512,ERIS EVOLUTION LLC,,2018-05-18T00:00:00,14
1310513,GFE RIVER AVENUE LLC,887703,2018-05-18T00:00:00,0
3160943,SPEEDWAY LLC,,2018-05-18T00:00:00,37
3160944,SPEEDWAY LLC,,2018-05-18T00:00:00,16
3160945,SPEEDWAY LLC,,2018-05-18T00:00:00,49
2212463,SPEEDWAY LLC,,2018-05-18T00:00:00,43
2212464,SPEEDWAY LLC,,2018-05-18T00:00:00,44
3160946,SPEEDWAY LLC,,2018-05-18T00:00:00,16
1310514,LINC'N CTR PERF'G ARTS INC&GALAXY REST CTER GP LP ,,2018-05-18T00:00:00,2
3160947,SPEEDWAY LLC,,2018-05-18T00:00:00,52
3160948,SPEEDWAY LLC,,2018-05-18T00:00:00,52
3160949,SPEEDWAY LLC,,2018-05-18T00:00:00,16
3160950,SPEEDWAY LLC,,2018-05-18T00:00:00,52
3160951,SPEEDWAY LLC,,2018-05-18T00:00:00,17
3160952,SPEEDWAY LLC,,2018-05-18T00:00:00,52
3160953,SPEEDWAY LLC,,2018-05-18T00:00:00,17
3160954,SPEEDWAY LLC,,2018-05-18T00:00:00,17
3160955,SPEEDWAY LLC,,2018-05-18T00:00:00,37
3160956,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160957,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160958,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160959,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160960,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160961,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160962,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160963,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160964,SPEEDWAY LLC,,2018-05-18T00:00:00,16
3160965,SPEEDWAY LLC,,2018-05-18T00:00:00,21
2212466,SPEEDWAY LLC,,2018-05-18T00:00:00,13
2212467,SPEEDWAY LLC,,2018-05-18T00:00:00,13
2212468,SPEEDWAY LLC,,2018-05-18T00:00:00,13
2212469,SPEEDWAY LLC,,2018-05-18T00:00:00,13
3160966,SPEEDWAY LLC,,2018-05-18T00:00:00,21
3160967,SPEEDWAY LLC,,2018-05-18T00:00:00,21
2212470,SPEEDWAY LLC,,2018-05-18T00:00:00,13
2212471,SPEEDWAY LLC,,2018-05-18T00:00:00,13
1310516,MAGD DELI CORP,,2018-05-18T00:00:00,2
1310517,COLLEGE POINT DELI CORP,,2018-05-21T00:00:00,1
1310518,S & M GROCERY CORP,,2018-05-21T00:00:00,1
3161052,KERNY'S PUB INC,,2018-05-21T00:00:00,16
1310521,CHANGEN INC,,2018-05-21T00:00:00,2
3161055,ABGREWAL INC,,2018-05-21T00:00:00,16
3161058,JAWH PROPERTIES LLC,,2018-05-21T00:00:00,30
3161063,JLSRBS 16 18 LLC,826451,2018-05-21T00:00:00,45
1310524,725 EATERY CORP,,2018-05-21T00:00:00,2
3161064,RUPAL CORPORATION,,2018-05-21T00:00:00,31
3161066,8934 GRANDVIEW BEACH LLC,,2018-05-21T00:00:00,21
3161070,PATRICK GIULIANO,,2018-05-21T00:00:00,16
1310526,JUDE NY INC,883023,2018-05-21T00:00:00,2
1310528,LSMC LLC,,2018-05-21T00:00:00,2
1310529,915 FLUSHING AVENUE CORP,,2018-05-21T00:00:00,14
1310530,J & T BEACH CORP,,2018-05-21T00:00:00,8
1310531,NEW GOLD GRILL DELI GROCERY INC,,2018-05-21T00:00:00,0
1310532,HAO NOODLE LLC,,2018-05-21T00:00:00,2
2212544,MILESTONE GOLF COURSE CORPORATION,898388,2018-05-21T00:00:00,15
2212545,CRIMSONEIGHT LLC,,2018-05-21T00:00:00,5
1310534,RESTAURANT EL CARIDAD CORP,,2018-05-22T00:00:00,0
2212548,2963 LAKE SHORE LLC,,2018-05-22T00:00:00,18
1310535,DIAMOND BLUE INC,,2018-05-22T00:00:00,1
2212550,KEITH O GIFFT,,2018-05-22T00:00:00,7
2212551,GOATIE WHITES LLC,,2018-05-22T00:00:00,43
1310536,CORAZON DE MEXICO CORP,,2018-05-22T00:00:00,1
2212553,WATER STREET BEER HALL LLC,,2018-05-22T00:00:00,13
2212554,DD & SON HOLDING INC,,2018-06-13T00:00:00,13
2212556,GREEN GODDESS FOODS LLC,898391,2018-05-22T00:00:00,4
2212559,MAPLE RIDGE VINEYARD LLC,898239,2018-05-22T00:00:00,5
1310537,ZIA MARIA LITTLE ITALY INC,,2018-05-22T00:00:00,2
2212560,DORCICH FAMILY VINEYARDS LLC,898237,2018-05-22T00:00:00,5
1310539,DYNASTY WINE & SPIRITS CORP,,2018-05-22T00:00:00,1
1310540,A J C FOOD MARKET CORP,,2018-05-22T00:00:00,0
1310541,MOMO NB 3 LLC,,2018-05-22T00:00:00,2
1310542,71 FRESH DELI & GROCERY INC,883112,2018-05-22T00:00:00,2
1310543,A & D FOOD SERVICE CORP,,2018-05-22T00:00:00,1
1310545,ELIAMS DELI CORP,849252,2018-05-22T00:00:00,14
1310546,BUMBLE BREWERY LLC,,2018-05-22T00:00:00,29
1310547,ADAMS DELI ON KINGS HIGHWAY CORP,849251,2018-05-22T00:00:00,14
1310548,881 STADIUM FOOD CORP,883118,2018-05-22T00:00:00,0
1310550,BIG DADDYS STATIONARY AND GROCERY CORP,,2018-05-22T00:00:00,14
1310551,JC GOURMET DELI CORP,,2018-05-22T00:00:00,2
1310553,RUANE DELI OF EDGEWATER INC,883037,2018-05-22T00:00:00,0
1310556,405 SMITH CORP,,2018-05-22T00:00:00,14
1310557,EAST GUN HILL ROAD FOOD LLC,,2018-05-22T00:00:00,0
1310558,BOLLA OPERATING L I CORP,,2018-05-22T00:00:00,10
1310560,WENDELKEN INC,,2018-05-22T00:00:00,10
1310562,BUON GUSTO PIZZERIA & RISTORANTE INC,,2018-05-22T00:00:00,8
1310563,506 9TH AVENUE RESTAURANT GROUP CORP,,2018-05-23T00:00:00,2
1310566,BODEGA RESTAURANT GROUP CORP,,2018-05-23T00:00:00,2
1310569,KURAICHI INC,,2018-05-23T00:00:00,14
1310570,MADAAN DELI & GROCERY INC,883077,2018-05-23T00:00:00,1
1310573,SK 1448 INC,,2018-05-23T00:00:00,2
1310574,A CLASS DELI & GROCERY INC,883113,2018-05-23T00:00:00,1
1310577,THALA LLC,,2018-05-23T00:00:00,1
1310578,312 GRAND E A F INC,,2018-05-23T00:00:00,14
1310581,LOVE WATCH HILL & SAILORS HAVEN INC,,2018-05-23T00:00:00,10
1310582,TERRAVITA CORP,,2018-05-23T00:00:00,2
1310583,IVY1 RESTAUARANT INC,,2018-05-23T00:00:00,2
1310585,EL CLASICO CANDY CORP,,2018-05-23T00:00:00,14
1310586,"PARKSIDE CANDY I CORP, THE",,2018-05-23T00:00:00,14
1310589,"QUIET CLAM LLC, THE",,2018-05-23T00:00:00,10
1310591,STRING & BRASS LLC,,2018-05-23T00:00:00,2
1310592,SALVADOR GROCERY & DELI INC,,2018-05-23T00:00:00,8
1310592,SALVADOR GROCERY & DELI INC,,2018-05-23T00:00:00,8
1310594,FUN TIMES LOUNGE LLC,,2018-05-23T00:00:00,14
1310595,GORDONS SAVORY CORP,883093,2018-05-23T00:00:00,14
1310596,HEIMAT NEW YORK LLC,898392,2018-05-23T00:00:00,20
1310597,CLINTON HILL VENTURES LLC,,2018-05-23T00:00:00,14
2212589,CADA LLC,898376,2018-05-23T00:00:00,5
2212590,SPAGCO INC,,2018-05-23T00:00:00,28
2212592,ANNE MARIE RYAN,,2018-05-23T00:00:00,24
2212594,SPEEDWAY LLC,,2018-05-23T00:00:00,13
2212597,HUDSON VALLEY BREWERY LLC,,2018-05-23T00:00:00,9
2212598,HUDSON VALLEY BREWERY LLC,,2018-05-23T00:00:00,9
2212599,HSU LLC,,2018-05-23T00:00:00,5
2212600,LOS ALTOS VINEYARDS LLC,,2018-05-23T00:00:00,5
2212609,DREW SHUSTER & NATASHA SHUSTER,,2018-05-23T00:00:00,47
1310602,LUNA CAFE INC,,2018-05-24T00:00:00,0
1310603,BELIEVE THERE IS GOOD LLC,,2018-05-24T00:00:00,10
2212610,DVINE HOSPITALITY LLC,,2018-05-24T00:00:00,12
1310604,BNT KOSHER CATERERS OF L I INC,,2018-05-24T00:00:00,8
2212612,SASSINE SASSINE,,2018-05-24T00:00:00,42
2212613,N & M MART CORP,898390,2018-05-24T00:00:00,5
2212616,D PATRON MEXICAN RESTAURANT INC,,2018-05-24T00:00:00,12
2212618,PATINOS RESTAURANT CORP,887246,2018-05-24T00:00:00,9
2212619,GEPPETTOS RESTAURANT INC,,2018-05-24T00:00:00,26
1310612,CARIBBEAN PARADISE DELI AND GROCERY INC,,2018-05-24T00:00:00,14
1310616,HARVEST GROCERY INC,,2018-05-24T00:00:00,14
1310617,PICHARDO FOOD GROCERY CORP,883052,2018-05-24T00:00:00,14
1310619,"CLUB AT POINT O WOODS INC, THE",887229,2018-05-24T00:00:00,10
1310620,EAST END RESTAURANT GROUP LLC,,2018-05-24T00:00:00,10
1310627,SALL RESTAURANT & LOUNGE LLC,,2018-05-24T00:00:00,2
1310628,LOVE WATCH HILL & SAILORS HAVEN INC,,2018-05-24T00:00:00,10
1310629,BAO FOOD & GROCERY CORP,,2018-05-24T00:00:00,29
1310632,HABIBI FOOD MART CORP,,2018-05-24T00:00:00,0
1310636,216 KHJ CORP,,2018-05-24T00:00:00,2
1310637,E & R DELI GROCERY CORP,,2018-05-24T00:00:00,0
1310643,BALDOR BEVERAGE LLC,,2018-05-25T00:00:00,0
1310644,BALDOR BEVERAGE LLC,,2018-05-25T00:00:00,0
1310645,EL MAMBI STEAKHOUSE CORP,,2018-05-25T00:00:00,2
1310647,OSIB BOWERY ST OPERATOR LLC & OSIB BCRE BOWERY ST ,,2018-05-25T00:00:00,2
3161074,SHIPYARD BREWING COMPANY LLC,,2018-05-25T00:00:00,16
1310649,TOKYO RESTAURANTS FACTORY INTERNATIONAL NY INC,,2018-05-25T00:00:00,2
3161075,MUNASSR M NAGI,849254,2018-05-25T00:00:00,21
3161078,987 NIAGARA STREET INC,,2018-05-25T00:00:00,21
3161081,DON P BENOIT,,2018-05-25T00:00:00,21
1310650,NEW CHEF WANG LLC,,2018-05-25T00:00:00,8
3161083,FETZNER CHEN LIQUOR INC,,2018-05-25T00:00:00,16
3161084,WINE WORLD & LIQUOR LLC,,2018-05-25T00:00:00,16
3161086,372 THE BAY LLC,,2018-05-25T00:00:00,16
2212622,ALLDEBEESTS LLC,,2018-05-25T00:00:00,23
2212624,MIRANDA WINES LLC,898257,2018-05-25T00:00:00,5
2212625,MONOMOY IMPORTS LLC,,2018-05-25T00:00:00,26
2212626,MANNYS FAMOUS DELI INC,,2018-05-25T00:00:00,12
2212627,WINENOT? LLC,,2018-05-25T00:00:00,36
1310657,MAPADU LLC,,2018-05-25T00:00:00,14
1310659,TGES LLC,,2018-05-25T00:00:00,20
1310660,JEF BEVERAGE COMPANY LLC,,2018-05-25T00:00:00,2
1310662,CUCINA 86 TYSON LLC,,2018-05-25T00:00:00,8
1310664,BAILEYS QUICK STOP DELI INC,883068,2018-05-25T00:00:00,0
1310665,OFURE LLC,,2018-05-25T00:00:00,29
1310666,DOLLY FOOD CORP,,2018-05-25T00:00:00,2
1310670,MJ 995 INC,,2018-05-29T00:00:00,2
2212628,JONN BUSINESS ENTERPRISES LLC,,2018-05-29T00:00:00,54
1310675,KINGS MEAT MARKETS CORP,,2018-05-29T00:00:00,14
1310677,WINDSTAR CRUISES MARSHALL ISLANDS LLC,,2018-05-29T00:00:00,2
1310678,LITTLE NECK SOUP DUMPLING INC,,2018-05-29T00:00:00,1
1310680,HARLEM ALE HOUSE LLC,,2018-06-18T00:00:00,2
1310681,FIRST E V PIZZA INC,,2018-05-29T00:00:00,2
1310682,TAVERNA ON THE BAY CORP,,2018-05-29T00:00:00,29
1310683,KQIU KHAN INC,,2018-05-29T00:00:00,0
1310685,HELLO LAFAYETTE LLC,,2018-05-29T00:00:00,2
3161089,RJV RESTAURANT II LLC,,2018-05-29T00:00:00,16
3161091,LEWIS & SON INC,826479,2018-05-29T00:00:00,45
1310686,HAMPTON RESORT LLC,,2018-06-04T00:00:00,10
1310688,FOREST AVENUE CONVENIENCE LLC,,2018-05-29T00:00:00,29
2212629,ATELIER GOURMET RESTAURANT LLC,,2018-05-29T00:00:00,47
2212631,BTF ENTERPRISES LLC,,2018-05-29T00:00:00,26
2212632,JOE & JOE NYACK CORP,,2018-05-29T00:00:00,12
2212634,GREEN'S LONG RIVER INN LLC,,2018-05-29T00:00:00,43
1310691,GOOD THANKS CAFE LLC,,2018-05-29T00:00:00,2
2212635,GRACE TYLER ESTATE WINERY LLC,,2018-05-29T00:00:00,25
2212636,GRACE TYLER ESTATE WINERY LLC,546161,2018-05-29T00:00:00,25
1310692,888 GROUP LLC,,2018-05-29T00:00:00,2
1310695,CAZADOR RESTAURANT CORP,,2018-05-29T00:00:00,0
1310696,KAISHOU INC,,2018-05-29T00:00:00,2
2212640,DSD PIZZA CORP,,2018-05-29T00:00:00,9
2212642,EMRE FUELS INC,,2018-05-29T00:00:00,26
2212643,MANSION REED GENERAL STORE LLC,,2018-05-29T00:00:00,47
2212643,MANSION REED GENERAL STORE LLC,,2018-05-29T00:00:00,47
2212644,MILK WINES LLC,898261,2018-05-29T00:00:00,5
2212645,DC ON THE HUDSON LLC,,2018-05-29T00:00:00,12
2212647,CINDERELLAS CAFE LLC,,2018-05-29T00:00:00,48
2212648,HERRARA EL SABOR LATINOS INC,,2018-05-29T00:00:00,48
1310697,SMPL ENTERPRISES INC,,2018-05-30T00:00:00,20
1310698,COMMONWEALTH HOSPITALITY LLC,,2018-05-30T00:00:00,14
1310699,MR PANCHO CORP,,2018-05-30T00:00:00,1
1310701,ARTHUR AVENUE WOOD FIRED PIZZA & CATERING INC,,2018-05-30T00:00:00,20
1310703,YARD HOUSE USA INC,,2018-05-30T00:00:00,20
2212649,YARD HOUSE USA INC,,2018-05-30T00:00:00,12
1310705,HHC FULTON RETAIL LLC,,2018-05-30T00:00:00,2
1310706,NONNA BEPPA SOHO LLC,824424,2018-05-30T00:00:00,2
1310707,JUNZI NYU LLC,,2018-05-30T00:00:00,2
1310708,501 GROCERY CORP,,2018-05-30T00:00:00,2
1310709,LT RETAIL STORES INC,883010,2018-05-30T00:00:00,1
1310710,MISS LI HENAN CUISINE INC,,2018-05-30T00:00:00,1
2212651,E T & T ENTERPRISES INC,,2018-05-30T00:00:00,26
1310713,R K NEWSSTAND AND GROCERY INC,,2018-05-30T00:00:00,14
2212652,617 MAPLE AVENUE LLC,,2018-05-30T00:00:00,5
2212653,WHEELER FARMS PARTNERS LLC,898303,2018-05-30T00:00:00,5
1310716,VARGAS DELI FOOD AND MEAT CORP,,2018-05-30T00:00:00,0
2212654,LETS PLAY 2 LLC,,2018-05-30T00:00:00,5
1310717,DAONA INC,,2018-05-30T00:00:00,2
1310720,"THREE STARS RESTAURANT INC, THE",,2018-05-30T00:00:00,10
1310721,SHINAGAWA INC,,2018-05-30T00:00:00,2
1310722,SPARKLING J LIQUORS INC,,2018-05-30T00:00:00,0
1310723,252 WEST 51ST ST WINE BAR CORP,,2018-05-30T00:00:00,2
3161097,EDEN PUB INC,,2018-05-30T00:00:00,21
3161099,TRIPI FRANKS LLC,,2018-05-30T00:00:00,21
3161101,SAHER ELHAM CORP,,2018-05-30T00:00:00,16
3161104,J&C SEAM INC,,2018-05-30T00:00:00,30
3161107,WILLIAM A MACDONELL,,2018-05-30T00:00:00,21
3161109,NICKEL CITY CHEESE & MERCANTILE INC,,2018-05-30T00:00:00,21
3161111,VASILIS PANAGOPOULOS,,2018-05-30T00:00:00,21
1310725,XIME DELI CORP,,2018-05-30T00:00:00,0
1310749,JUNGO SUSHI INC,,2018-05-31T00:00:00,1
1310750,STA BAKERY LLC,,2018-05-31T00:00:00,14
3161113,STREET FIGHTER FOOD SERVICE INC,,2018-05-31T00:00:00,21
2212688,JEBS RESTAUARANT INC,,2018-05-31T00:00:00,18
1310751,LATTANZIO & DE RUVO CORP,,2018-05-31T00:00:00,14
1310752,MADISON & PARK HOSPITALITY GROUP LLC,,2018-05-31T00:00:00,2
1310753,HARISHIVJI INC,,2018-05-31T00:00:00,2
1310756,TARRYTOWN HOSPITALITY GROUP LLC,,2018-05-31T00:00:00,20
1310758,LFRG INC,,2018-05-31T00:00:00,10
1310761,SYY BK LLC,,2018-05-31T00:00:00,14
1310762,ARC 74TH STREET LLC,,2018-05-31T00:00:00,2
1310763,CC248 CORP,,2018-05-31T00:00:00,2
1310764,CABANA LOUNGE LLC,,2018-05-31T00:00:00,14
1310765,241 GROCERY INC,,2018-05-31T00:00:00,0
1310766,WELL UNITY INC,898393,2018-05-31T00:00:00,8
1310768,AAA SEAFORD GAS INC,883045,2018-05-31T00:00:00,8
1310770,"DROPS OF GOD INC, THE",,2018-05-31T00:00:00,20
1310772,MY AMEER DELI GROCERY INC,,2018-05-31T00:00:00,14
1310773,TAQUERIA EL MAGUEY I CORP,,2018-06-01T00:00:00,14
1310774,OM SAI SHREE INC,,2018-06-01T00:00:00,2
1310775,BELLA NOTTE RIVERDALE INC,,2018-06-01T00:00:00,0
1310776,CORNHOLE OF AMERICA INC,,2018-06-01T00:00:00,10
2212740,"COMMUNITY WELL LLC, THE ",898351,2018-06-01T00:00:00,55
2212741,SAI ENERGY INC,,2018-06-01T00:00:00,5
2212743,LAKE CARMEL WINE & LIQUORS INC,,2018-06-01T00:00:00,6
1310779,FLAIRBKLYN LLC,,2018-06-01T00:00:00,14
2212744,HH HUDSON LLC,,2018-06-01T00:00:00,24
2212746,UPNSIDE DOWN LLC,,2018-06-01T00:00:00,9
2212747,JAMIEBOYS TAVERNA INC,,2018-06-01T00:00:00,7
1310780,ARCHWAY STATION LLC,,2018-06-01T00:00:00,14
2212749,EASTWIND I LLC,,2018-06-01T00:00:00,47
1310783,REGAL WINE IMPORTS INC,,2018-06-01T00:00:00,2
1310784,106-31 150TH LIQUORS INC,,2018-06-01T00:00:00,1
1310785,ORCHARD GROCER INC,,2018-06-01T00:00:00,2
1310786,FOLKSBIER BRAUEREI LLC,,2018-06-01T00:00:00,14
1310789,AK PETROLEUM INC,,2018-06-01T00:00:00,10
1310803,FLATBUSH EXPRESS GROCERY AND DELI LLC,,2018-06-04T00:00:00,14
1310804,HOMESTYLE CATERERS & FOOD SERVICE LLC,883073,2018-06-04T00:00:00,20
1310805,HOMESTYLE CATERERS & FOOD SERVICE LLC,883072,2018-06-04T00:00:00,20
1310809,LUCILLES COFFEE AND COCKTAILS LLC,,2018-06-04T00:00:00,2
3161116,SENECA BEVERAGE CORP,,2018-06-04T00:00:00,37
1310810,TARGET CORPORATION,883075,2018-06-04T00:00:00,2
1310810,TARGET CORPORATION,883075,2018-06-04T00:00:00,2
1310811,TARGET CORPORATION,,2018-06-04T00:00:00,2
3161117,TASTE OF TEXAS BAR B Q INC,,2018-06-04T00:00:00,16
1310812,PK FUELS INC,883002,2018-06-04T00:00:00,10
1310814,GALLAGHER RONKONKOMA LLC,,2018-06-04T00:00:00,10
2212753,PAYOBOCO INC,,2018-06-04T00:00:00,9
1310815,2030 SUNRISE GAS INC,,2018-06-04T00:00:00,8
1310818,SUTTER MINIMART INC,,2018-06-04T00:00:00,1
1310819,OAKRIDGE FARMERS MARKET INC,,2018-06-04T00:00:00,20
1310820,RIVERHEAD SPIRITS INC,,2018-06-04T00:00:00,10
1310821,MARION DELI GROCERY CORP,883092,2018-06-04T00:00:00,14
1310824,M M E PETRO CORP,,2018-06-04T00:00:00,10
1310825,BAY STREET TAVERN INC,,2018-06-04T00:00:00,29
1310829,CHINA US SKYCLUB MGMT LLC & CLUBCORP NV XVIII LLC,,2018-06-04T00:00:00,2
3161118,THOMPSON & BLEECKER LLC,,2018-06-04T00:00:00,32
3161120,BUFFALO GRAND HOTEL INC,,2018-06-04T00:00:00,21
1310832,MINAMI LOUNGE INC,,2018-06-04T00:00:00,14
2212760,ITS PIZZA TIME LLC OF NY,,2018-06-04T00:00:00,7
1310835,RIVERVIEW 661 INC,,2018-06-04T00:00:00,10
2212762,LEMONGRASS CORP,,2018-06-04T00:00:00,23
2212764,ALEBRIJES MEXICAN DELICACIES INC,,2018-06-04T00:00:00,23
2212766,MAXIMUN VALERIE DELI INC,,2018-06-04T00:00:00,6
2212770,DIRTY AND ROWDY WINE COMPANY LLC,898269,2018-06-04T00:00:00,5
2212775,HOTEL DYLAN LLC,,2018-06-04T00:00:00,23
1310837,39 WEA FOOD GROUP INC,,2018-06-04T00:00:00,2
1310838,ALJADI GOURMET DELI & GROCERY INC,,2018-06-04T00:00:00,0
1310839,EASTSIDE MARKET CORP,,2018-06-04T00:00:00,2
1310840,MT VERNON SHELL INC,,2018-06-05T00:00:00,20
1310842,FRYGUYS LLC,,2018-06-05T00:00:00,2
1310843,EL PARAISO LIQUOR CORP,,2018-06-05T00:00:00,14
1310844,DRES WINE AND ROSES LOUNGE INC,,2018-06-05T00:00:00,14
1310845,SAMMYS CONVENIENT STORE INC,,2018-06-05T00:00:00,0
1310848,UNIVERSAL RETAILER INC,,2018-06-05T00:00:00,1
1310851,STUYTOWN ENTERPRISES INC,,2018-06-05T00:00:00,2
1310852,NDJP BRUNCH INC,,2018-06-05T00:00:00,29
1310855,NORM INTERNATIONAL LLC,,2018-06-05T00:00:00,10
1310858,F T LIQUORS INC,,2018-06-05T00:00:00,1
1310859,ANGELES GROCERY CORP,,2018-06-05T00:00:00,2
1310862,COLOMBIA FOOD MARKET CORP,,2018-06-05T00:00:00,14
1310863,VL RESTAURANT GROUP INC,,2018-06-05T00:00:00,8
1310866,NEW KARAMBA RESTAURANT CORP,,2018-06-05T00:00:00,20
1310867,LA CAPILLA II INC,,2018-06-05T00:00:00,14
1310868,"BUREN LLC, THE ",,2018-06-05T00:00:00,14
1310870,1862 HOSPITALITY LLC,,2018-06-05T00:00:00,2
1310873,YUE TAI FENG RESTAURANT LLC,,2018-06-05T00:00:00,1
2212778,CAPTAINS HAVEN LLC,,2018-06-05T00:00:00,13
1310875,KINGSLEY DELI & PIZZERIA INC,,2018-06-05T00:00:00,20
1310877,ESQEV LLC,,2018-06-05T00:00:00,2
3161125,STUMBLIN MONKEY LLC,,2018-06-05T00:00:00,17
3161126,STUMBLIN MONKEY LLC,,2018-06-05T00:00:00,17
1310881,TANGO DELI CORP,,2018-06-05T00:00:00,8
1310884,GALLON DELI GROCERY CORP,,2018-06-05T00:00:00,14
1310887,E S DELI GROCERY CORP,,2018-06-05T00:00:00,0
1310890,ALPHABET GOURMET DELI CORP,,2018-06-05T00:00:00,2
3161127,ALBION FOODS LLC,,2018-06-05T00:00:00,39
3161129,GUEST SERVICES MANAGEMENT LLC,,2018-06-05T00:00:00,50
3161131,RAFIS PLATTER LLC,,2018-06-05T00:00:00,41
1310893,"SPOT ON 79TH CORP, THE",,2018-06-05T00:00:00,14
3161133,WEGMANS FOOD MARKETS INC,,2018-06-05T00:00:00,16
3161134,IM SO BOARD LLC,,2018-06-05T00:00:00,16
3161136,BATAVIA COUNTRY DELI LLC,,2018-06-05T00:00:00,11
1310894,PETER WINDMILL ENTERPRISES LLC,,2018-06-06T00:00:00,2
3161137,NEHA ENTERPRISES INC,,2018-06-06T00:00:00,21
2212783,NY CRAFT CONCESSIONS LLC,,2018-06-06T00:00:00,27
1310897,DONATO ASSOCIATES INC,,2018-06-06T00:00:00,20
3161139,WAVES RESTAURANT INC,,2018-06-06T00:00:00,21
2212785,INDUSTRIAL BAR & GRILL INC,,2018-06-06T00:00:00,35
3161140,BE OUR GUEST LTD,,2018-06-06T00:00:00,21
2212787,MICHAELS ALDER CREEK INNE INC,,2018-06-06T00:00:00,48
3161142,"CLINTON LOUNGE LLC, THE ",,2018-06-06T00:00:00,21
1310899,271 TROY AVENUE LIQUOR CORP,,2018-06-06T00:00:00,14
2212790,DELAWARE WINE & LIQUOR INC,,2018-06-06T00:00:00,5
2212791,SHIBUMI KNOLL VINEYARDS LLC,,2018-06-06T00:00:00,5
2212792,CABAUD WINES LLC,,2018-06-06T00:00:00,5
2212792,CABAUD WINES LLC,,2018-06-06T00:00:00,5
2212793,PANINO DIVINO LLC,,2018-06-06T00:00:00,12
1310902,TROPICAL BAR COCO LOUNGE INC,,2018-06-06T00:00:00,0
1310905,TACO BOUTIQUE CORP,,2018-06-06T00:00:00,2
1310908,A & L CONSULTING GROUP NY INC,,2018-06-06T00:00:00,1
2212795,GOTTLIEB FARMS LLC,898276,2018-06-06T00:00:00,5
1310911,KICOPI 31 INC,,2018-06-06T00:00:00,14
1310912,TAMASHII RED INC,,2018-06-06T00:00:00,1
1310913,TWIN SLICE OF PIZZA CORP,,2018-06-06T00:00:00,1
2212796,SHRIHARI BEVERAGE CORP,,2018-06-06T00:00:00,13
2212797,STATELINE ENTERPRISES INC,,2018-06-06T00:00:00,6
2212798,STATELINE ENTERPRISES INC,,2018-06-06T00:00:00,6
1310914,ROSEDALE VILLAGE LIQUOR STORE INC,,2018-06-06T00:00:00,1
